Industry,Region,Year,ESG_Overall,ESG_Environmental,CarbonEmissions,WaterUsage,EnergyConsumption
Utilities,Europe,2016,63.7,28.0,663505.1,414690.7,6635051.0
Utilities,Europe,2017,63.3,27.8,636193.6,397621.0,6361936.4
Utilities,Europe,2018,64.1,29.5,675067.0,421916.9,6750669.9
Utilities,Europe,2019,63.4,29.3,700375.5,437734.7,7003754.6
Utilities,Europe,2020,64.0,28.6,696665.6,435416.0,6966656.2
Utilities,Europe,2021,64.3,30.4,789989.4,493743.4,7899894.3
Utilities,Europe,2022,64.3,32.6,884393.5,552745.9,8843934.7
Utilities,Europe,2023,66.9,36.1,736948.5,460592.8,7369485.4
Utilities,Europe,2024,67.3,39.4,703195.4,439497.1,7031954.2
Utilities,Europe,2025,68.3,39.1,775885.7,484928.6,7758857.2
Transportation,Latin America,2015,12.0,0.5,304132.4,50688.7,1013774.7
Transportation,Latin America,2016,13.2,0.0,245118.0,40853.0,817060.1
Transportation,Latin America,2017,14.0,0.0,250994.2,41832.4,836647.5
Transportation,Latin America,2018,13.9,1.9,295426.8,49237.8,984755.8
Transportation,Latin America,2019,16.0,3.6,315643.3,52607.2,1052144.5
Transportation,Latin America,2020,16.5,7.2,321096.6,53516.1,1070322.0
Transportation,Latin America,2021,19.1,9.3,308261.1,51376.9,1027537.0
Transportation,Latin America,2022,17.7,8.5,345856.0,57642.7,1152853.2
Transportation,Latin America,2023,16.0,10.5,449788.2,74964.7,1499294.0
Transportation,Latin America,2024,16.8,14.3,504614.5,84102.4,1682048.2
Transportation,Latin America,2025,16.5,12.6,529410.8,88235.1,1764702.6
Manufacturing,Middle East,2015,26.7,4.8,1119309.8,1492413.1,18655164.0
Manufacturing,Middle East,2016,26.5,7.2,1141802.9,1522403.8,19030047.7
Manufacturing,Middle East,2017,26.3,6.2,1140087.4,1520116.5,19001456.2
Manufacturing,Middle East,2018,25.2,2.6,1247445.4,1663260.5,20790756.1
Manufacturing,Middle East,2019,23.6,0.0,1218442.8,1624590.4,20307380.2
Manufacturing,Middle East,2020,24.3,2.5,1413066.2,1884088.3,23551103.1
Manufacturing,Middle East,2021,25.3,4.1,1402662.5,1870216.7,23377708.2
Manufacturing,Middle East,2022,25.8,3.8,1256412.4,1675216.5,20940206.2
Manufacturing,Middle East,2023,25.9,5.9,1221032.3,1628043.0,20350538.1
Manufacturing,Middle East,2024,28.1,10.7,1107472.9,1476630.5,18457881.2
Manufacturing,Middle East,2025,28.9,11.6,873376.8,1164502.4,14556280.5
Utilities,Africa,2015,33.6,48.6,1105683.6,691052.3,11056836.3
Utilities,Africa,2016,37.3,52.8,1122260.7,701413.0,11222607.2
Utilities,Africa,2017,37.2,53.3,1144579.8,715362.4,11445798.2
Utilities,Africa,2018,39.1,54.9,1336812.2,835507.6,13368122.0
Utilities,Africa,2019,40.7,58.5,1401918.9,876199.3,14019189.3
Utilities,Africa,2020,41.2,59.5,1614048.9,1008780.5,16140488.5
Utilities,Africa,2021,40.6,60.4,1850406.9,1156504.3,18504069.0
Utilities,Africa,2022,42.2,64.9,1856514.4,1160321.5,18565143.8
Utilities,Africa,2023,42.8,68.2,2053228.5,1283267.8,20532285.0
Utilities,Africa,2024,42.6,67.2,2170606.1,1356628.8,21706060.6
Utilities,Africa,2025,44.2,71.3,2133885.9,1333678.7,21338859.3
Consumer Goods,Oceania,2015,48.9,62.2,286109.3,357636.6,1430546.4
Consumer Goods,Oceania,2016,49.7,63.4,336401.6,420501.9,1682007.8
Consumer Goods,Oceania,2017,50.5,64.2,425043.5,531304.4,2125217.7
Consumer Goods,Oceania,2018,51.3,65.8,467037.1,583796.4,2335185.4
Consumer Goods,Oceania,2019,51.2,66.9,527274.8,659093.5,2636374.0
Consumer Goods,Oceania,2020,54.0,71.4,598043.4,747554.2,2990216.9
Consumer Goods,Oceania,2021,54.4,71.2,612101.4,765126.7,3060506.9
Consumer Goods,Oceania,2022,54.1,72.4,615195.8,768994.7,3075979.0
Consumer Goods,Oceania,2023,53.5,71.2,779185.8,973982.2,3895928.9
Consumer Goods,Oceania,2024,51.8,69.5,848912.3,1061140.4,4244561.5
Consumer Goods,Oceania,2025,51.5,71.3,961175.8,1201469.8,4805879.1
Healthcare,Asia,2015,47.8,60.5,142206.1,142206.1,284412.2
Healthcare,Asia,2016,47.8,61.6,136189.2,136189.2,272378.4
Healthcare,Asia,2017,47.9,60.7,149156.1,149156.1,298312.3
Healthcare,Asia,2018,48.3,62.7,159126.9,159126.9,318253.8
Healthcare,Asia,2019,50.0,64.3,156521.4,156521.4,313042.8
Healthcare,Asia,2020,51.7,64.4,154316.8,154316.8,308633.5
Healthcare,Asia,2021,51.0,66.0,158383.7,158383.7,316767.5
Healthcare,Asia,2022,50.9,65.1,168736.8,168736.8,337473.6
Healthcare,Asia,2023,52.2,63.9,181771.2,181771.2,363542.4
Healthcare,Asia,2024,52.3,68.5,174706.4,174706.4,349412.7
Healthcare,Asia,2025,52.8,66.2,172804.8,172804.8,345609.6
Technology,North America,2015,69.8,80.5,87855.8,52713.5,175711.6
Technology,North America,2016,71.5,83.9,88601.5,53160.9,177202.9
Technology,North America,2017,72.7,83.8,102981.1,61788.6,205962.1
Technology,North America,2018,72.6,84.1,113484.2,68090.5,226968.4
Technology,North America,2019,72.9,83.4,121534.4,72920.7,243068.9
Technology,North America,2020,75.0,88.7,111134.4,66680.6,222268.8
Technology,North America,2021,74.1,88.3,120522.6,72313.5,241045.1
Technology,North America,2022,73.9,89.0,126285.0,75771.0,252569.9
Technology,North America,2023,74.3,89.0,144316.1,86589.6,288632.1
Technology,North America,2024,74.4,90.7,165896.3,99537.8,331792.6
Technology,North America,2025,71.8,89.2,184547.4,110728.5,369094.9
Manufacturing,Oceania,2015,36.8,2.8,164660.1,219546.7,2744334.2
Manufacturing,Oceania,2016,38.5,4.1,170941.7,227922.3,2849028.1
Manufacturing,Oceania,2017,38.9,2.8,188238.5,250984.7,3137309.1
Manufacturing,Oceania,2018,39.3,3.7,219094.7,292126.3,3651578.8
Manufacturing,Oceania,2019,39.7,5.9,231895.4,309193.8,3864923.0
Manufacturing,Oceania,2020,40.4,5.4,262151.7,349535.6,4369195.2
Manufacturing,Oceania,2021,42.9,8.0,283744.0,378325.3,4729066.8
Manufacturing,Oceania,2022,42.1,9.8,322263.6,429684.7,5371059.4
Manufacturing,Oceania,2023,44.0,9.4,330518.3,440691.0,5508637.9
Manufacturing,Oceania,2024,43.5,11.5,339405.5,452540.6,5656757.6
Manufacturing,Oceania,2025,44.5,12.9,334480.9,445974.5,5574681.8
Consumer Goods,Asia,2015,80.9,61.7,36551.5,45689.3,182757.3
Consumer Goods,Asia,2016,81.5,64.4,40404.3,50505.4,202021.7
Consumer Goods,Asia,2017,83.1,65.1,47789.6,59736.9,238947.8
Consumer Goods,Asia,2018,83.7,64.9,52769.7,65962.1,263848.4
Consumer Goods,Asia,2019,84.1,63.1,65654.2,82067.8,328271.1
Consumer Goods,Asia,2020,82.8,65.3,67696.6,84620.7,338482.9
Consumer Goods,Asia,2021,84.2,67.9,69287.3,86609.2,346436.7
Consumer Goods,Asia,2022,86.8,71.6,75107.2,93883.9,375535.8
Consumer Goods,Asia,2023,87.9,74.7,86388.2,107985.2,431941.0
Consumer Goods,Asia,2024,88.8,76.0,93788.3,117235.4,468941.5
Consumer Goods,Asia,2025,89.8,78.3,97105.5,121381.9,485527.7
Manufacturing,Asia,2015,37.3,45.5,384279.7,512372.9,6404661.5
Manufacturing,Asia,2016,39.3,49.0,406760.4,542347.2,6779340.5
Manufacturing,Asia,2017,40.3,50.6,476314.6,635086.1,7938575.9
Manufacturing,Asia,2018,38.2,50.0,567388.6,756518.1,9456476.1
Manufacturing,Asia,2019,40.6,54.0,574991.9,766655.8,9583197.7
Manufacturing,Asia,2020,42.4,55.5,582727.8,776970.4,9712130.1
Manufacturing,Asia,2021,41.8,55.8,621540.6,828720.8,10359010.2
Manufacturing,Asia,2022,42.0,59.3,684317.5,912423.3,11405291.1
Manufacturing,Asia,2023,45.5,63.7,677881.6,903842.1,11298025.9
Manufacturing,Asia,2024,43.6,61.8,726391.0,968521.3,12106516.0
Manufacturing,Asia,2025,43.6,62.9,803163.0,1070884.1,13386050.8
Manufacturing,Oceania,2015,82.5,73.7,255815.7,341087.6,4263594.9
Manufacturing,Oceania,2016,83.1,74.2,269815.0,359753.4,4496917.3
Manufacturing,Oceania,2017,82.7,73.3,278864.7,371819.7,4647745.7
Manufacturing,Oceania,2018,84.6,76.8,249068.1,332090.7,4151134.2
Manufacturing,Oceania,2019,84.9,75.9,260036.3,346715.1,4333938.8
Manufacturing,Oceania,2020,87.0,78.3,266591.2,355454.9,4443186.3
Manufacturing,Oceania,2021,88.3,79.9,256308.3,341744.4,4271805.5
Manufacturing,Oceania,2022,88.8,82.5,232770.1,310360.1,3879501.3
Manufacturing,Oceania,2023,90.0,84.5,210935.7,281247.6,3515595.1
Manufacturing,Oceania,2024,92.4,88.5,188773.1,251697.4,3146218.0
Manufacturing,Oceania,2025,92.8,89.3,196209.4,261612.5,3270156.2
Transportation,Middle East,2015,22.8,17.3,682072.6,113678.8,2273575.3
Transportation,Middle East,2016,23.5,15.7,742538.8,123756.5,2475129.3
Transportation,Middle East,2017,24.6,15.0,743451.2,123908.5,2478170.6
Transportation,Middle East,2018,24.3,15.0,747832.4,124638.7,2492774.8
Transportation,Middle East,2019,24.9,17.9,772240.8,128706.8,2574136.1
Transportation,Middle East,2020,25.1,18.3,751990.6,125331.8,2506635.3
Transportation,Middle East,2021,24.4,18.4,877617.5,146269.6,2925391.6
Transportation,Middle East,2022,25.1,17.8,1011125.8,168521.0,3370419.4
Transportation,Middle East,2023,25.3,19.3,1112502.6,185417.1,3708342.0
Transportation,Middle East,2024,26.0,21.5,1047523.2,174587.2,3491744.1
Transportation,Middle East,2025,26.2,22.4,1066045.8,177674.3,3553485.8
Healthcare,Oceania,2015,51.1,73.3,339940.4,339940.4,679880.8
Healthcare,Oceania,2016,53.6,76.3,322222.6,322222.6,644445.2
Healthcare,Oceania,2017,52.3,73.6,357240.6,357240.6,714481.3
Healthcare,Oceania,2018,52.8,73.1,369911.6,369911.6,739823.2
Healthcare,Oceania,2019,53.6,72.6,428425.4,428425.4,856850.8
Healthcare,Oceania,2020,55.5,71.2,459746.5,459746.5,919492.9
Healthcare,Oceania,2021,57.1,71.9,500434.9,500434.9,1000869.7
Healthcare,Oceania,2022,57.8,74.1,544182.1,544182.1,1088364.3
Healthcare,Oceania,2023,59.7,74.2,565495.0,565495.0,1130990.0
Healthcare,Oceania,2024,60.7,76.9,578892.7,578892.7,1157785.5
Healthcare,Oceania,2025,63.0,77.0,624282.7,624282.7,1248565.3
Energy,Latin America,2015,14.6,16.8,5956295.7,1786888.7,59562957.5
Energy,Latin America,2016,17.3,20.5,5345102.8,1603530.8,53451027.8
Energy,Latin America,2017,18.1,20.6,4984650.1,1495395.0,49846500.8
Energy,Latin America,2018,18.4,21.9,5692247.1,1707674.1,56922470.6
Energy,Latin America,2019,18.1,25.9,5996055.3,1798816.6,59960552.9
Energy,Latin America,2020,19.1,28.6,4682321.7,1404696.5,46823217.0
Energy,Latin America,2021,19.4,31.2,4909195.2,1472758.6,49091951.8
Energy,Latin America,2022,19.2,31.7,4152137.4,1245641.2,41521374.1
Energy,Latin America,2023,18.8,31.6,3675227.2,1102568.2,36752272.5
Energy,Latin America,2024,19.1,32.6,4093113.8,1227934.1,40931138.2
Energy,Latin America,2025,19.1,33.1,4236367.4,1270910.2,42363673.9
Manufacturing,North America,2015,42.6,27.6,123622.2,164829.6,2060369.4
Manufacturing,North America,2016,43.9,29.4,144630.9,192841.3,2410515.8
Manufacturing,North America,2017,46.5,27.8,139026.6,185368.9,2317110.8
Manufacturing,North America,2018,48.7,30.7,135857.7,181143.5,2264294.2
Manufacturing,North America,2019,48.5,30.6,128557.6,171410.2,2142627.3
Manufacturing,North America,2020,49.2,31.2,135387.5,180516.6,2256457.9
Manufacturing,North America,2021,48.3,32.4,121057.4,161409.9,2017623.4
Manufacturing,North America,2022,49.8,32.8,122961.8,163949.1,2049363.8
Manufacturing,North America,2023,50.9,34.9,129268.8,172358.4,2154479.8
Manufacturing,North America,2024,50.8,35.9,105458.4,140611.1,1757639.2
Manufacturing,North America,2025,53.3,38.6,103178.6,137571.5,1719643.8
Retail,Latin America,2015,56.9,50.4,42775.2,21387.6,85550.3
Retail,Latin America,2016,57.6,49.3,42411.3,21205.6,84822.5
Retail,Latin America,2017,57.9,48.8,46079.6,23039.8,92159.2
Retail,Latin America,2018,56.7,48.7,45949.6,22974.8,91899.3
Retail,Latin America,2019,56.9,51.9,43532.0,21766.0,87064.0
Retail,Latin America,2020,57.5,54.4,45409.0,22704.5,90818.0
Retail,Latin America,2021,57.9,57.1,50516.7,25258.3,101033.4
Retail,Latin America,2022,59.9,60.9,48820.1,24410.0,97640.2
Retail,Latin America,2023,61.3,61.4,48666.3,24333.2,97332.7
Retail,Latin America,2024,61.6,58.8,55326.6,27663.3,110653.2
Retail,Latin America,2025,60.5,55.0,60536.9,30268.4,121073.7
Consumer Goods,Asia,2015,42.9,26.5,597142.7,746428.4,2985713.4
Consumer Goods,Asia,2016,44.2,28.4,546898.4,683623.0,2734491.9
Consumer Goods,Asia,2017,45.1,27.9,524815.0,656018.8,2624075.2
Consumer Goods,Asia,2018,46.5,28.3,570485.7,713107.1,2852428.4
Consumer Goods,Asia,2019,47.5,30.4,554639.2,693299.0,2773196.1
Consumer Goods,Asia,2020,46.6,27.3,683149.8,853937.3,3415749.1
Consumer Goods,Asia,2021,46.1,27.3,768426.0,960532.4,3842129.8
Consumer Goods,Asia,2022,48.5,29.7,868054.6,1085068.2,4340272.9
Consumer Goods,Asia,2023,49.6,29.9,934574.8,1168218.5,4672874.1
Consumer Goods,Asia,2024,52.5,33.4,1084561.8,1355702.2,5422808.8
Consumer Goods,Asia,2025,54.0,34.8,1116625.4,1395781.8,5583127.1
Utilities,Europe,2015,59.7,6.9,1320370.7,825231.7,13203707.3
Utilities,Europe,2016,60.9,5.8,1486290.8,928931.8,14862908.4
Utilities,Europe,2017,61.9,5.2,1584611.9,990382.5,15846119.3
Utilities,Europe,2018,63.4,8.9,1662053.4,1038783.4,16620533.7
Utilities,Europe,2019,64.9,13.8,1696780.9,1060488.1,16967808.8
Utilities,Europe,2020,67.0,16.3,1822365.2,1138978.2,18223651.7
Utilities,Europe,2021,68.7,18.2,1626536.2,1016585.1,16265362.3
Utilities,Europe,2022,68.7,18.4,1584857.2,990535.7,15848571.8
Utilities,Europe,2023,71.0,22.4,1691020.5,1056887.8,16910205.4
Utilities,Europe,2024,72.3,24.0,1759813.5,1099883.4,17598134.9
Utilities,Europe,2025,74.7,28.9,1741097.5,1088185.9,17410974.7
Utilities,Latin America,2015,38.1,48.9,943917.4,589948.4,9439173.7
Utilities,Latin America,2016,39.8,53.4,886145.6,553841.0,8861455.5
Utilities,Latin America,2017,39.8,57.0,842095.8,526309.9,8420957.9
Utilities,Latin America,2018,41.6,60.4,1040566.5,650354.1,10405665.5
Utilities,Latin America,2019,42.5,60.7,1073670.5,671044.1,10736705.2
Utilities,Latin America,2020,44.1,61.8,1079657.5,674786.0,10796575.4
Utilities,Latin America,2021,45.8,64.8,930681.1,581675.7,9306810.7
Utilities,Latin America,2022,47.2,66.2,951262.4,594539.0,9512624.0
Utilities,Latin America,2023,48.2,67.2,899787.5,562367.2,8997875.4
Utilities,Latin America,2024,51.3,69.8,1026690.9,641681.8,10266909.4
Utilities,Latin America,2025,51.6,69.1,1006584.4,629115.3,10065844.5
Energy,Oceania,2015,49.5,25.6,7515170.9,2254551.3,75151708.8
Energy,Oceania,2016,51.8,32.3,6358929.2,1907678.8,63589291.8
Energy,Oceania,2017,54.1,36.0,5191853.9,1557556.2,51918539.2
Energy,Oceania,2018,55.1,35.2,4850801.7,1455240.5,48508016.6
Energy,Oceania,2019,55.6,35.9,4316550.2,1294965.1,43165502.0
Energy,Oceania,2020,56.3,35.2,4259881.8,1277964.5,42598817.5
Energy,Oceania,2021,58.9,38.0,3832834.1,1149850.2,38328341.4
Energy,Oceania,2022,58.1,38.6,3746102.8,1123830.8,37461028.0
Energy,Oceania,2023,59.3,42.3,3370978.4,1011293.5,33709783.6
Energy,Oceania,2024,58.8,44.7,2699956.9,809987.1,26999568.8
Energy,Oceania,2025,59.6,43.7,2804089.0,841226.7,28040890.2
Retail,Middle East,2015,24.8,14.8,43031.7,21515.9,86063.4
Retail,Middle East,2016,23.8,16.4,44636.5,22318.3,89273.0
Retail,Middle East,2017,24.1,15.4,50474.5,25237.3,100949.1
Retail,Middle East,2018,25.5,16.0,57905.4,28952.7,115810.7
Retail,Middle East,2019,25.5,16.9,61891.6,30945.8,123783.2
Retail,Middle East,2020,23.5,15.4,65192.2,32596.1,130384.3
Retail,Middle East,2021,22.7,12.0,73124.1,36562.0,146248.1
Retail,Middle East,2022,23.7,12.0,85419.2,42709.6,170838.4
Retail,Middle East,2023,25.1,14.7,96253.3,48126.6,192506.6
Retail,Middle East,2024,27.0,17.6,106772.0,53386.0,213544.0
Retail,Middle East,2025,27.6,20.7,115140.9,57570.5,230281.9
Energy,Asia,2015,31.9,49.0,7690982.5,2307294.7,76909824.6
Energy,Asia,2016,32.2,49.2,8663676.4,2599102.9,86636764.2
Energy,Asia,2017,31.8,48.8,9721289.0,2916386.7,97212890.1
Energy,Asia,2018,33.9,50.8,9993274.8,2997982.4,99932748.1
Energy,Asia,2019,35.0,49.9,11964170.4,3589251.1,119641703.5
Energy,Asia,2020,37.2,50.4,11237133.9,3371140.2,112371339.3
Energy,Asia,2021,39.4,53.2,10789712.4,3236913.7,107897123.8
Energy,Asia,2022,39.7,55.1,14114900.6,4234470.2,141149006.0
Energy,Asia,2023,40.3,53.4,17081826.6,5124548.0,170818265.6
Energy,Asia,2024,42.6,57.9,18223482.6,5467044.8,182234825.7
Energy,Asia,2025,41.5,58.4,18984632.5,5695389.8,189846325.3
Manufacturing,North America,2015,69.1,29.5,318982.5,425310.0,5316375.2
Manufacturing,North America,2016,71.3,31.7,313864.7,418486.2,5231078.0
Manufacturing,North America,2017,70.9,32.0,277041.7,369388.9,4617360.8
Manufacturing,North America,2018,70.7,34.3,266215.9,354954.6,4436932.5
Manufacturing,North America,2019,71.3,35.1,277215.1,369620.1,4620250.9
Manufacturing,North America,2020,73.9,38.6,267245.6,356327.5,4454093.2
Manufacturing,North America,2021,75.1,40.6,270284.1,360378.8,4504734.9
Manufacturing,North America,2022,75.4,40.6,267369.3,356492.4,4456154.8
Manufacturing,North America,2023,76.9,42.1,230548.8,307398.4,3842480.5
Manufacturing,North America,2024,76.8,40.8,251182.7,334910.3,4186379.2
Manufacturing,North America,2025,77.1,41.8,246205.8,328274.4,4103429.5
Consumer Goods,North America,2015,63.9,65.4,134241.3,167801.6,671206.4
Consumer Goods,North America,2016,65.4,68.8,142616.8,178271.0,713084.1
Consumer Goods,North America,2017,67.9,71.2,156049.7,195062.1,780248.3
Consumer Goods,North America,2018,67.9,72.0,153927.6,192409.4,769637.8
Consumer Goods,North America,2019,70.5,75.1,172082.2,215102.7,860410.8
Consumer Goods,North America,2020,71.8,78.2,189813.4,237266.8,949067.1
Consumer Goods,North America,2021,72.9,79.7,213098.4,266373.0,1065492.0
Consumer Goods,North America,2022,74.4,83.4,223275.1,279093.9,1116375.7
Consumer Goods,North America,2023,76.0,82.8,259761.5,324701.9,1298807.6
Consumer Goods,North America,2024,76.0,83.9,262286.9,327858.6,1311434.6
Consumer Goods,North America,2025,75.3,83.6,248433.6,310542.0,1242168.2
Manufacturing,Middle East,2015,27.7,53.2,4881252.0,6508336.1,81354200.8
Manufacturing,Middle East,2016,29.0,51.8,5160476.6,6880635.4,86007943.1
Manufacturing,Middle East,2017,28.4,53.1,4761009.0,6348012.1,79350150.7
Manufacturing,Middle East,2018,29.9,56.1,4763952.0,6351936.1,79399200.6
Manufacturing,Middle East,2019,31.3,57.3,5032957.3,6710609.7,83882621.4
Manufacturing,Middle East,2020,34.2,63.1,4485598.4,5980797.9,74759973.3
Manufacturing,Middle East,2021,35.0,63.9,4266457.2,5688609.6,71107619.4
Manufacturing,Middle East,2022,35.6,65.3,4187356.9,5583142.5,69789281.1
Manufacturing,Middle East,2023,36.4,64.3,4277328.1,5703104.1,71288801.2
Manufacturing,Middle East,2024,35.1,61.4,4765972.7,6354630.3,79432878.3
Manufacturing,Middle East,2025,36.3,59.9,5171746.0,6895661.3,86195766.1
Consumer Goods,North America,2015,54.7,49.1,178574.6,223218.2,892872.8
Consumer Goods,North America,2016,57.7,50.8,171756.5,214695.7,858782.7
Consumer Goods,North America,2017,58.2,53.6,184614.6,230768.2,923072.8
Consumer Goods,North America,2018,57.9,54.1,219727.1,274658.9,1098635.6
Consumer Goods,North America,2019,59.7,55.9,203209.1,254011.4,1016045.7
Consumer Goods,North America,2020,59.3,60.1,203992.8,254991.0,1019963.9
Consumer Goods,North America,2021,59.1,58.8,213838.2,267297.8,1069191.1
Consumer Goods,North America,2022,58.5,58.0,241220.0,301525.0,1206100.2
Consumer Goods,North America,2023,59.8,60.5,242351.1,302938.9,1211755.6
Consumer Goods,North America,2024,60.1,61.8,271830.5,339788.1,1359152.3
Consumer Goods,North America,2025,60.5,65.2,281065.3,351331.6,1405326.3
Retail,Oceania,2015,88.9,80.5,72048.8,36024.4,144097.7
Retail,Oceania,2016,91.3,81.1,71952.8,35976.4,143905.6
Retail,Oceania,2017,91.4,85.4,65514.7,32757.4,131029.5
Retail,Oceania,2018,89.7,83.7,64000.8,32000.4,128001.7
Retail,Oceania,2019,92.1,87.2,67049.2,33524.6,134098.5
Retail,Oceania,2020,91.8,85.7,68110.4,34055.2,136220.9
Retail,Oceania,2021,90.5,84.0,68200.9,34100.5,136401.8
Retail,Oceania,2022,90.7,86.9,73602.9,36801.4,147205.8
Retail,Oceania,2023,90.9,87.7,71587.5,35793.7,143174.9
Retail,Oceania,2024,92.0,88.1,72349.5,36174.7,144699.0
Retail,Oceania,2025,92.8,89.3,73294.6,36647.3,146589.2
Consumer Goods,Oceania,2015,67.9,35.7,224640.4,280800.5,1123202.1
Consumer Goods,Oceania,2016,68.9,35.9,217061.3,271326.6,1085306.3
Consumer Goods,Oceania,2017,68.2,36.3,246716.8,308396.0,1233584.1
Consumer Goods,Oceania,2018,67.7,38.2,268503.8,335629.8,1342519.1
Consumer Goods,Oceania,2019,67.1,38.5,254034.3,317542.9,1270171.6
Consumer Goods,Oceania,2020,66.2,36.7,273862.4,342328.0,1369312.1
Consumer Goods,Oceania,2021,67.0,43.0,262455.6,328069.4,1312277.8
Consumer Goods,Oceania,2022,65.0,42.0,247864.8,309831.0,1239324.0
Consumer Goods,Oceania,2023,64.4,39.4,267193.5,333991.9,1335967.7
Consumer Goods,Oceania,2024,67.3,40.9,289074.8,361343.5,1445373.8
Consumer Goods,Oceania,2025,69.1,39.9,281103.7,351379.6,1405518.5
Consumer Goods,Asia,2015,49.2,37.1,119641.9,149552.3,598209.4
Consumer Goods,Asia,2016,50.5,43.0,119824.3,149780.4,599121.5
Consumer Goods,Asia,2017,49.9,46.3,131486.0,164357.6,657430.2
Consumer Goods,Asia,2018,50.9,48.7,134404.8,168006.1,672024.2
Consumer Goods,Asia,2019,52.0,48.6,145597.9,181997.4,727989.4
Consumer Goods,Asia,2020,51.4,48.7,152653.5,190816.9,763267.5
Consumer Goods,Asia,2021,51.1,49.5,175326.1,219157.6,876630.4
Consumer Goods,Asia,2022,52.5,49.0,176266.9,220333.7,881334.6
Consumer Goods,Asia,2023,54.7,52.4,168448.6,210560.7,842243.0
Consumer Goods,Asia,2024,53.7,49.5,183478.8,229348.5,917394.1
Consumer Goods,Asia,2025,54.7,48.9,191114.4,238893.1,955572.2
Technology,Europe,2015,72.3,99.8,1354990.4,812994.2,2709980.8
Technology,Europe,2016,72.1,100.0,1302563.2,781537.9,2605126.5
Technology,Europe,2017,73.4,100.0,1237892.0,742735.2,2475783.9
Technology,Europe,2018,75.1,100.0,1223066.6,733840.0,2446133.3
Technology,Europe,2019,74.7,100.0,1244342.8,746605.7,2488685.6
Technology,Europe,2020,76.1,100.0,1317153.5,790292.1,2634307.0
Technology,Europe,2021,76.3,100.0,1239979.0,743987.4,2479958.0
Technology,Europe,2022,73.8,100.0,1350834.6,810500.7,2701669.1
Technology,Europe,2023,73.8,99.0,1435006.7,861004.0,2870013.3
Technology,Europe,2024,75.1,100.0,1517469.0,910481.4,3034938.0
Technology,Europe,2025,75.9,98.9,1466976.2,880185.7,2933952.3
Utilities,Asia,2015,37.3,47.4,1754306.8,1096441.8,17543068.3
Utilities,Asia,2016,38.8,48.5,1935753.2,1209845.7,19357531.7
Utilities,Asia,2017,40.6,49.1,2065866.3,1291166.4,20658663.0
Utilities,Asia,2018,41.7,47.9,2376619.3,1485387.1,23766193.3
Utilities,Asia,2019,42.3,47.7,2484447.8,1552779.9,24844478.5
Utilities,Asia,2020,41.4,50.2,2359700.7,1474812.9,23597006.9
Utilities,Asia,2021,42.0,51.5,2426641.5,1516650.9,24266414.8
Utilities,Asia,2022,41.8,52.5,2498311.7,1561444.8,24983117.3
Utilities,Asia,2023,43.6,52.9,2734511.0,1709069.4,27345110.4
Utilities,Asia,2024,43.9,52.6,2956453.9,1847783.7,29564538.9
Utilities,Asia,2025,44.6,52.9,3092839.1,1933024.5,30928391.4
Utilities,North America,2015,85.2,73.4,609199.3,380749.6,6091993.0
Utilities,North America,2016,85.6,74.5,553991.4,346244.6,5539913.9
Utilities,North America,2017,88.8,75.4,554247.5,346404.7,5542474.7
Utilities,North America,2018,89.1,77.2,574226.7,358891.7,5742266.8
Utilities,North America,2019,87.8,73.0,595349.9,372093.7,5953499.1
Utilities,North America,2020,90.2,79.1,587644.7,367277.9,5876446.7
Utilities,North America,2021,91.1,81.0,572142.8,357589.3,5721428.2
Utilities,North America,2022,92.1,83.9,562160.0,351350.0,5621599.8
Utilities,North America,2023,92.5,82.3,562195.3,351372.0,5621952.7
Utilities,North America,2024,93.4,83.6,553001.4,345625.9,5530014.1
Utilities,North America,2025,91.4,85.7,530034.8,331271.8,5300348.1
Transportation,Asia,2015,47.7,3.5,1239381.5,206563.6,4131271.8
Transportation,Asia,2016,49.0,5.6,1364210.0,227368.3,4547366.6
Transportation,Asia,2017,50.2,6.4,1483519.0,247253.2,4945063.3
Transportation,Asia,2018,52.6,7.9,1610140.0,268356.7,5367133.3
Transportation,Asia,2019,52.7,8.2,1781537.0,296922.8,5938456.6
Transportation,Asia,2020,53.7,7.8,1855675.2,309279.2,6185584.1
Transportation,Asia,2021,55.0,9.4,1828651.7,304775.3,6095505.8
Transportation,Asia,2022,55.0,9.5,1842479.6,307079.9,6141598.8
Transportation,Asia,2023,56.8,12.5,1905377.9,317563.0,6351259.5
Transportation,Asia,2024,56.4,12.9,2167900.9,361316.8,7226336.3
Transportation,Asia,2025,56.7,12.3,2656676.0,442779.3,8855586.8
Manufacturing,Oceania,2015,64.9,55.7,690620.1,920826.8,11510335.1
Manufacturing,Oceania,2016,64.1,55.2,700596.7,934128.9,11676611.6
Manufacturing,Oceania,2017,64.3,52.7,734836.3,979781.8,12247272.1
Manufacturing,Oceania,2018,65.8,55.4,702602.1,936802.8,11710035.3
Manufacturing,Oceania,2019,66.0,57.8,735720.5,980960.7,12262008.7
Manufacturing,Oceania,2020,66.3,56.9,787273.8,1049698.3,13121229.3
Manufacturing,Oceania,2021,67.0,59.6,754649.1,1006198.7,12577484.2
Manufacturing,Oceania,2022,68.0,60.7,809471.6,1079295.5,13491193.8
Manufacturing,Oceania,2023,70.3,59.1,779708.1,1039610.8,12995134.7
