Industry,Region,Year,ESG_Overall,ESG_Environmental,CarbonEmissions,WaterUsage,EnergyConsumption,total_data_centers,hyperscale_data_centers,colocation_data_centers,floor_space_sqft_total,power_capacity_MW_total,average_renewable_energy_usage_percent,internet_penetration_percent,growth_rate_of_data_centers_percent_per_year
Technology,Latin America,2017,62.0,91.8,745501.7,447301.0,1491003.3,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2018,63.6,95.4,760604.5,456362.7,1521209.0,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2019,65.0,95.9,721682.8,433009.7,1443365.7,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2020,64.2,96.0,693325.8,415995.5,1386651.7,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2021,64.7,94.3,653696.7,392218.0,1307393.4,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2022,65.8,99.0,650543.3,390326.0,1301086.7,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2023,66.4,100.0,651958.2,391174.9,1303916.4,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2024,66.3,100.0,590225.7,354135.4,1180451.4,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Latin America,2025,66.8,99.5,556871.5,334122.9,1113743.0,390,10,291,23175225.0,1277.0,56.918437499999996,74.246875,460.253125
Technology,Asia,2015,62.5,99.8,182918.1,109750.8,365836.2,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2016,62.0,100.0,182842.5,109705.5,365685.0,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2017,61.2,100.0,178092.3,106855.4,356184.7,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2018,60.4,99.5,176986.6,106191.9,353973.2,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2019,61.2,100.0,200417.0,120250.2,400833.9,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2020,58.6,97.4,211069.4,126641.6,422138.8,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2021,59.0,97.4,210377.7,126226.6,420755.4,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2022,59.1,98.5,206226.7,123736.0,412453.4,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2023,58.8,99.3,210812.0,126487.2,421623.9,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2024,60.5,100.0,209159.3,125495.6,418318.5,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2025,60.2,100.0,207343.8,124406.3,414687.6,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Europe,2015,75.5,97.6,102071.2,61242.7,204142.4,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2016,74.5,95.4,111100.2,66660.1,222200.4,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2017,74.6,96.7,113368.0,68020.8,226736.0,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2018,74.9,99.0,112826.3,67695.8,225652.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2019,72.9,94.1,112321.7,67393.0,224643.4,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2020,72.4,94.6,115662.3,69397.4,231324.5,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2021,72.1,93.2,116639.8,69983.9,233279.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2022,72.8,92.4,124570.5,74742.3,249141.1,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2023,74.2,91.3,131449.3,78869.6,262898.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2024,74.8,92.8,133685.2,80211.1,267370.3,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2025,75.6,91.3,137031.8,82219.1,274063.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,North America,2015,68.5,86.8,807846.1,484707.7,1615692.2,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2016,67.6,87.6,867772.6,520663.6,1735545.2,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2017,68.0,89.7,897753.1,538651.8,1795506.1,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2018,69.1,94.3,944762.6,566857.6,1889525.3,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2019,71.7,97.6,950378.1,570226.9,1900756.2,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2020,70.9,100.0,1065511.5,639306.9,2131023.1,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2021,71.4,100.0,1232721.0,739632.6,2465442.0,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2022,70.4,100.0,1317584.2,790550.5,2635168.4,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2023,70.2,100.0,1433477.1,860086.2,2866954.2,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2024,70.1,99.5,1600511.7,960307.0,3201023.4,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2025,70.8,100.0,1773590.8,1064154.5,3547181.7,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2015,69.8,80.5,87855.8,52713.5,175711.6,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2016,71.5,83.9,88601.5,53160.9,177202.9,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2017,72.7,83.8,102981.1,61788.6,205962.1,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2018,72.6,84.1,113484.2,68090.5,226968.4,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2019,72.9,83.4,121534.4,72920.7,243068.9,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2020,75.0,88.7,111134.4,66680.6,222268.8,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2021,74.1,88.3,120522.6,72313.5,241045.1,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2022,73.9,89.0,126285.0,75771.0,252569.9,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2023,74.3,89.0,144316.1,86589.6,288632.1,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2024,74.4,90.7,165896.3,99537.8,331792.6,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,North America,2025,71.8,89.2,184547.4,110728.5,369094.9,5935,323,2132,3656000000.0,12800.0,24.26,86.66666666666667,11.666666666666666
Technology,Europe,2015,72.3,99.8,1354990.4,812994.2,2709980.8,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2016,72.1,100.0,1302563.2,781537.9,2605126.5,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2017,73.4,100.0,1237892.0,742735.2,2475783.9,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2018,75.1,100.0,1223066.6,733840.0,2446133.3,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2019,74.7,100.0,1244342.8,746605.7,2488685.6,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2020,76.1,100.0,1317153.5,790292.1,2634307.0,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2021,76.3,100.0,1239979.0,743987.4,2479958.0,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2022,73.8,100.0,1350834.6,810500.7,2701669.1,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2023,73.8,99.0,1435006.7,861004.0,2870013.3,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2024,75.1,100.0,1517469.0,910481.4,3034938.0,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2025,75.9,98.9,1466976.2,880185.7,2933952.3,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Asia,2015,45.6,90.2,326644.1,195986.5,653288.2,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2016,47.3,91.9,334260.6,200556.4,668521.3,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2017,47.3,94.1,351146.8,210688.1,702293.7,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2018,49.0,95.9,356212.5,213727.5,712425.1,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2019,48.9,97.7,389879.9,233928.0,779759.9,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2020,48.7,95.2,412711.5,247626.9,825423.0,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2021,49.6,93.8,508827.3,305296.4,1017654.5,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2022,50.9,93.4,523467.4,314080.5,1046934.8,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2023,49.1,92.7,614956.5,368973.9,1229913.1,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2024,51.1,95.3,656228.5,393737.1,1312457.0,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2025,51.8,97.7,632173.4,379304.0,1264346.8,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Europe,2015,61.8,64.8,147439.7,88463.8,294879.3,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2016,64.4,66.2,156323.6,93794.2,312647.2,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2017,66.1,67.4,147518.3,88511.0,295036.6,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2018,68.1,69.7,157270.1,94362.1,314540.3,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2019,68.1,71.4,151751.4,91050.8,303502.8,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2020,69.3,72.3,142527.0,85516.2,285054.1,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2021,70.5,73.5,135725.5,81435.3,271450.9,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2022,70.9,73.4,150066.0,90039.6,300132.0,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2023,70.2,71.4,160530.2,96318.1,321060.5,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2024,71.7,75.1,163499.1,98099.5,326998.2,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2025,71.1,74.8,167771.8,100663.1,335543.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Oceania,2015,79.9,65.8,59732.7,35839.6,119465.4,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2016,82.2,67.5,63230.4,37938.2,126460.8,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2017,81.2,63.0,74033.3,44420.0,148066.6,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2018,82.0,65.9,69910.3,41946.2,139820.6,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2019,82.9,67.8,70751.7,42451.0,141503.4,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2020,84.2,70.5,82469.8,49481.9,164939.6,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2021,86.9,71.8,89561.6,53736.9,179123.1,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2022,87.7,74.2,90955.3,54573.2,181910.6,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2023,87.2,76.7,92797.2,55678.3,185594.5,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2024,85.0,74.2,101941.3,61164.8,203882.6,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2025,85.0,77.6,110365.6,66219.3,220731.1,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2015,55.2,52.2,256695.5,154017.3,513391.1,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2016,55.6,51.9,268974.0,161384.4,537947.9,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2017,58.7,55.7,293130.5,175878.3,586261.0,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2018,58.2,54.8,305007.1,183004.3,610014.2,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2019,59.4,58.3,326682.4,196009.4,653364.7,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2020,58.2,56.5,342033.5,205220.1,684067.0,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2021,58.9,60.6,327898.1,196738.9,655796.2,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2022,60.3,59.6,374614.4,224768.6,749228.8,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2023,62.8,64.8,384794.0,230876.4,769588.1,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2024,61.8,63.6,389499.8,233699.9,778999.6,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2025,62.6,62.1,423020.0,253812.0,846040.0,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Europe,2015,72.2,70.8,65929.3,39557.6,131858.5,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2016,72.9,71.2,72143.6,43286.2,144287.2,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2017,71.8,68.9,86196.4,51717.8,172392.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2018,73.2,73.3,97903.2,58741.9,195806.4,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2019,73.2,76.2,105812.3,63487.4,211624.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2020,73.9,74.9,125396.6,75238.0,250793.3,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2021,74.7,74.7,148329.3,88997.6,296658.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2022,75.5,76.4,184963.4,110978.0,369926.8,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2023,76.6,77.4,225070.0,135042.0,450139.9,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2024,78.3,80.1,239179.9,143507.9,478359.7,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Europe,2025,80.6,82.9,265078.4,159047.1,530156.9,3300,163,1445,778283439.0,12457.0,47.46586666666666,90.00222222222222,560.7044444444444
Technology,Asia,2015,60.9,77.1,489103.0,293461.8,978205.9,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2016,62.5,78.6,561641.3,336984.8,1123282.7,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2017,62.7,76.6,628888.5,377333.1,1257777.1,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2018,62.9,76.2,642586.0,385551.6,1285172.1,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2019,63.8,79.3,753459.3,452075.6,1506918.6,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2020,62.9,79.7,798436.2,479061.7,1596872.3,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2021,62.7,78.7,922470.7,553482.4,1844941.5,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2022,63.1,80.6,1064701.0,638820.6,2129401.9,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2023,64.9,79.9,1351015.1,810609.1,2702030.3,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2024,66.8,83.8,1416981.8,850189.1,2833963.7,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2025,67.2,85.1,1644421.0,986652.6,3288842.1,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Oceania,2015,60.0,79.7,128874.7,77324.8,257749.5,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2016,60.3,80.5,146985.8,88191.5,293971.6,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2017,63.4,84.6,173948.5,104369.1,347897.0,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2018,62.6,85.0,203746.6,122248.0,407493.2,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2019,62.7,84.9,276115.8,165669.5,552231.6,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2020,60.6,82.7,323258.1,193954.9,646516.3,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2021,59.9,83.5,375870.8,225522.5,751741.6,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2022,60.2,84.0,470680.5,282408.3,941361.0,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2023,60.3,86.4,555555.3,333333.2,1111110.7,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2024,60.4,84.0,672182.6,403309.6,1344365.2,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Oceania,2025,61.5,85.4,760487.5,456292.5,1520975.0,356,20,120,40386000.0,1419.0,33.330769230769235,53.599999999999994,459.6769230769231
Technology,Asia,2015,51.7,90.7,168435.4,101061.3,336870.9,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2016,52.4,90.8,184476.5,110685.9,368952.9,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2017,53.5,89.3,214896.3,128937.8,429792.7,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2018,53.7,88.7,256579.2,153947.5,513158.3,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2019,54.3,91.6,248642.2,149185.3,497284.4,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2020,56.2,93.5,304578.0,182746.8,609156.0,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2021,57.8,93.7,343764.9,206258.9,687529.7,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2022,57.4,94.3,355329.3,213197.6,710658.6,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2023,57.0,91.8,401209.4,240725.7,802418.9,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2024,57.6,92.8,456231.6,273739.0,912463.2,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Asia,2025,60.4,97.0,518644.0,311186.4,1037288.0,1181,155,1442,648301982.0,15041.0,44.751612903225805,72.06129032258065,474.7825806451613
Technology,Middle East,2015,66.1,91.2,98340.0,59004.0,196680.0,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2016,64.7,88.8,96711.9,58027.1,193423.8,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2017,66.5,92.4,106791.7,64075.0,213583.4,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2018,69.6,95.0,104234.2,62540.5,208468.4,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2019,70.2,98.2,100091.9,60055.2,200183.9,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2020,71.5,99.1,94893.3,56936.0,189786.6,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2021,73.5,100.0,97027.4,58216.4,194054.8,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2022,73.9,99.7,92270.9,55362.6,184541.9,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2023,75.2,100.0,96010.4,57606.2,192020.7,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2024,75.9,98.5,97951.3,58770.8,195902.7,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2025,77.2,100.0,92414.4,55448.6,184828.8,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2015,55.1,56.2,97750.4,58650.2,195500.7,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2016,55.8,55.5,115682.7,69409.6,231365.4,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2017,57.1,56.0,132795.3,79677.2,265590.7,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2018,57.3,58.4,152931.9,91759.1,305863.7,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2019,59.0,60.7,183505.4,110103.3,367010.9,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2020,58.9,60.2,207566.1,124539.6,415132.1,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2021,60.2,63.2,219746.8,131848.1,439493.6,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2022,61.3,66.3,222223.6,133334.2,444447.2,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2023,61.8,65.7,267420.4,160452.3,534840.9,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2024,62.8,68.3,312924.2,187754.5,625848.5,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Middle East,2025,63.7,68.6,365400.8,219240.5,730801.5,211,7,207,6015200.0,1911.0,59.95125,80.19375,776.1475
Technology,Africa,2015,47.9,85.5,545618.0,327370.8,1091236.0,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2016,47.8,84.8,559130.9,335478.5,1118261.8,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2017,49.0,84.9,572562.3,343537.4,1145124.7,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2018,50.0,85.1,503401.4,302040.9,1006802.9,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2019,50.7,87.6,487861.0,292716.6,975721.9,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2020,51.7,86.5,508054.5,304832.7,1016109.0,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2021,53.2,88.4,537450.6,322470.4,1074901.3,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2022,54.6,91.0,586812.6,352087.5,1173625.1,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2023,54.5,91.4,725905.9,435543.5,1451811.8,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
Technology,Africa,2024,56.3,92.5,723163.0,433897.8,1446326.0,218,5,178,11746184.0,910.0,28.572549019607845,40.05960784313726,322.3913725490196
